Area,International Phone Number,Latitude,Longitude
Eixample,+34 934 59 41 09,41.4030265,2.1721827
Eixample,+34 934 59 40 51,41.398277,2.1655907
Eixample,+34 934 59 40 16,41.397102,2.1667153
Eixample,+34 934 59 38 91,41.4021791,2.1638473
Eixample,+34 934 59 37 42,41.3963804,2.1677813
Eixample,+34 934 59 36 08,41.3981396,2.1680739
Eixample,+34 934 59 36 01,41.399688,2.1687682
Eixample,+34 934 59 30 08,41.4019505,2.165489
Eixample,+34 934 59 30 07,41.396881,2.169221
Eixample,+34 934 59 28 54,41.3995757,2.174431
Eixample,+34 934 59 27 56,41.4040146,2.1639755
Eixample,+34 934 59 26 42,41.3995166,2.1674951
Eixample,+34 934 59 26 30,41.3987334,2.1611912
Eixample,+34 934 59 26 01,41.4023842,2.17425
Eixample,+34 934 59 25 59,41.3989112,2.1658952
Eixample,+34 934 59 24 45,41.4025443,2.1679479
Eixample,+34 934 59 23 36,41.4032023,2.1640184
Eixample,+34 934 59 22 99,41.3944175,2.1676096
Eixample,+34 934 59 21 65,41.3960524,2.1703041
Eixample,+34 934 59 21 33,41.4033764,2.1647621
Eixample,+34 934 59 20 54,41.3997921,2.1657307
Eixample,+34 934 59 19 94,41.4030637,2.1651855
Eixample,+34 934 59 19 64,41.4021304,2.1725534
Eixample,+34 934 59 19 07,41.3993691,2.1632863
Eixample,+34 934 59 17 06,41.3987071,2.1694122
Eixample,+34 934 59 15 49,41.4039926,2.1656347
Eixample,+34 934 59 14 04,41.3994498,2.1656561
Eixample,+34 934 59 13 68,41.3987339,2.1661327
Eixample,+34 934 59 11 58,41.4001418,2.1680734
Eixample,+34 934 59 09 51,41.4004203,2.1677938
Eixample,+34 934 59 09 32,41.3955756,2.1676918
Eixample,+34 934 59 09 06,41.4022772,2.1645364
Eixample,+34 934 59 07 48,41.4040933,2.1684147
Eixample,+34 934 59 06 28,41.4032525,2.1657427
Eixample,+34 934 59 06 07,41.4037121,2.1658045
Eixample,+34 934 59 03 44,41.3947147,2.1622688
Eixample,+34 934 59 01 52,41.3951194,2.1645995
Eixample,+34 934 59 00 18,41.402967,2.1699921
Eixample,+34 934 58 99 79,41.4000876,2.1616763
Eixample,+34 934 58 99 24,41.4030541,2.1696331
Eixample,+34 934 58 99 01,41.4052497,2.1683711
Eixample,+34 934 58 98 44,41.3964078,2.1662126
Eixample,+34 934 58 91 91,41.4017646,2.164479
Eixample,+34 934 58 89 07,41.401755,2.166898
Eixample,+34 934 58 88 16,41.4030157,2.1644021
Eixample,+34 934 58 86 01,41.39645,2.164977
Eixample,+34 934 58 84 73,41.3974372,2.170107
Eixample,+34 934 58 83 05 ext. 3,41.402984,2.1712553
Eixample,+34 934 58 82 81,41.405582,2.1693137
Eixample,+34 934 58 80 54,41.4041548,2.1638645
Eixample,+34 934 58 79 16,41.402747,2.1678724
Eixample,+34 934 58 78 60,41.3996851,2.170929
Eixample,+34 934 58 76 67,41.3981971,2.1716665
Eixample,+34 934 58 75 67,41.3961205,2.1681448
Eixample,+34 934 58 75 20,41.4006968,2.1743265
Eixample,+34 934 58 74 84,41.3953454,2.1685875
Eixample,+34 934 58 74 06,41.4005388,2.1685019
Eixample,+34 934 58 73 60,41.4005235,2.1601653
Eixample,+34 934 58 73 36,41.3978753,2.1711587
Eixample,+34 934 58 73 05,41.4008601,2.1731053
Eixample,+34 934 58 71 66,41.395391,2.1689096
Eixample,+34 934 58 70 60,41.4029473,2.1658943
Eixample,+34 934 58 69 11,41.3992586,2.1670573
Eixample,+34 934 58 60 76,41.4059248,2.1665691
Eixample,+34 934 58 57 22,41.3985474,2.1728059
Eixample,+34 934 58 56 02,41.3980163,2.1666087
Eixample,+34 934 58 45 83,41.4022699,2.1637679
Eixample,+34 934 58 43 86,41.40283,2.1636103
Eixample,+34 934 58 43 44,41.4046356,2.1654231
Eixample,+34 934 58 43 02,41.3958206,2.1677694
Eixample,+34 934 58 41 90,41.395111,2.1606349
Eixample,+34 934 58 41 32,41.3951946,2.1682238
Eixample,+34 934 58 40 17,41.3995103,2.1651963
Eixample,+34 934 58 37 22,41.3957947,2.169288
Eixample,+34 934 58 34 12,41.3992432,2.1712699
Eixample,+34 934 58 32 82,41.3923624,2.1692752
Eixample,+34 934 58 31 69,41.3997477,2.1637886
Eixample,+34 934 58 29 73,41.3995043,2.1743428
Eixample,+34 934 58 26 65,41.4002043,2.1644028
Eixample,+34 934 58 24 94,41.4004593,2.1669912
Eixample,+34 934 58 23 75,41.4007115,2.1667345
Eixample,+34 934 58 23 64,41.401262,2.176001
Eixample,+34 934 58 23 41,41.39707,2.16306
Eixample,+34 934 58 23 28,41.3995054,2.160802
Eixample,+34 934 58 21 08,41.4049683,2.170368
Eixample,+34 934 58 20 82,41.3961469,2.1698733
Eixample,+34 934 58 20 48,41.400608,2.173578
Eixample,+34 934 58 18 44,41.4043019,2.1716345
Eixample,+34 934 58 15 78,41.4005556,2.1644444
Eixample,+34 934 58 15 33,41.3963219,2.1666936
Eixample,+34 934 58 14 73,41.4031116,2.1642242
Eixample,+34 934 58 12 98,41.3941102,2.160968
Eixample,+34 934 58 12 15,41.4022366,2.1724326
Eixample,+34 934 58 11 90,41.4006007,2.17175
Eixample,+34 934 58 10 41,41.4005612,2.1733771
Eixample,+34 934 58 08 55,41.3970108,2.1671
Eixample,+34 934 58 00 77,41.3984858,2.1617627
Eixample,+34 934 58 00 60,41.399127,2.1689167
Eixample,+34 934 57 99 87,41.4014308,2.1702116
Eixample,+34 934 57 99 49,41.4032486,2.1714709
Eixample,+34 934 57 97 66,41.401617,2.167079
Eixample,+34 934 57 95 65,41.400172,2.1706069
Eixample,+34 934 57 95 31,41.3997726,2.1694894
Eixample,+34 934 57 93 33,41.3969866,2.1662943
Eixample,+34 934 57 92 85,41.4001344,2.1660501
Eixample,+34 934 57 92 42,41.4004757,2.1730833
Eixample,+34 934 57 92 05,41.3962444,2.1700194
Eixample,+34 934 57 90 86,41.4016046,2.1691456
Eixample,+34 934 57 90 52,41.4020996,2.1707317
Eixample,+34 934 57 88 87,41.3944175,2.1676096
Eixample,+34 934 57 88 66,41.3981475,2.1624468
Eixample,+34 934 57 88 45,41.3971673,2.1668868
Eixample,+34 934 57 88 08,41.3964023,2.1649031
Eixample,+34 934 57 86 40,41.3962636,2.1671248
Eixample,+34 934 57 84 86,41.398365,2.1643997
Eixample,+34 934 57 83 95,41.4003709,2.1733527
Eixample,+34 934 57 82 17,41.3953885,2.1678509
Eixample,+34 934 57 80 85,41.3967163,2.1652189
Eixample,+34 934 57 80 77,41.4017904,2.172825
Eixample,+34 934 57 80 50,41.4022,2.16486
Eixample,+34 934 57 78 78,41.4016744,2.1641564
Eixample,+34 934 57 78 07,41.3953882,2.1678449
Eixample,+34 934 57 76 51,41.4023542,2.1720823
Eixample,+34 934 57 76 17,41.3981938,2.1726296
Eixample,+34 934 57 75 18,41.3993567,2.1655624
Eixample,+34 934 57 74 16,41.3953116,2.1708145
Eixample,+34 934 57 74 07,41.399077,2.1634209
Eixample,+34 934 57 71 37,41.3979077,2.1631649
Eixample,+34 934 57 71 23,41.4013162,2.1675975
Eixample,+34 934 57 70 78,41.4047642,2.1666683
Eixample,+34 934 57 69 44,41.3973199,2.1673719
Eixample,+34 934 57 67 89,41.398387,2.1652427
Eixample,+34 934 57 67 71,41.3965609,2.168268
Eixample,+34 934 57 66 40,41.3972537,2.1672839
Eixample,+34 934 57 66 05,41.403658,2.1691205
Eixample,+34 934 57 65 52,41.3945552,2.167251
Eixample,+34 934 57 65 44,41.3948181,2.1668128
Eixample,+34 934 57 64 30,41.3960614,2.1674442
Eixample,+34 934 57 64 20,41.4046582,2.1633263
Eixample,+34 934 57 63 39,41.4001495,2.1679092
Eixample,+34 934 57 62 49,41.3961363,2.1695937
Eixample,+34 934 57 61 00,41.404521,2.1671844
Eixample,+34 934 57 60 81,41.3954313,2.1682339
Eixample,+34 934 57 59 69,41.397551,2.165024
Eixample,+34 934 57 59 49,41.3998096,2.1661026
Eixample,+34 934 57 57 25,41.3970109,2.1680445
Eixample,+34 934 57 57 01,41.3974596,2.1694311
Eixample,+34 934 57 55 77,41.3970169,2.1657301
Eixample,+34 934 57 53 07,41.4013004,2.1700267
Eixample,+34 934 57 48 25,41.398586,2.163693
Eixample,+34 934 57 47 44,41.4007012,2.1669366
Eixample,+34 934 57 47 28,41.3995,2.1725407
Eixample,+34 934 57 47 08,41.3997708,2.1634314
Eixample,+34 934 57 46 37,41.4028713,2.1703493
Eixample,+34 934 57 46 19,41.3987489,2.1709062
Eixample,+34 934 57 44 66,41.395722,2.1669741
Eixample,+34 934 57 44 03,41.3980781,2.1692415
Eixample,+34 934 57 40 99,41.39566293,2.167476233
Eixample,+34 934 57 40 44,41.3989571,2.1623674
Eixample,+34 934 57 38 59,41.403735,2.1659566
Eixample,+34 934 57 36 57,41.3981129,2.1708783
Eixample,+34 934 57 36 00,41.3995331,2.1630041
Eixample,+34 934 57 35 83,41.401167,2.1693251
Eixample,+34 934 57 35 45,41.3998298,2.1613364
Eixample,+34 934 57 33 78,41.4046878,2.1669748
Eixample,+34 934 57 33 22,41.401329,2.1681559
Eixample,+34 934 57 33 16,41.3971843,2.1525592
Eixample,+34 934 57 32 74,41.4065497,2.1683057
Eixample,+34 934 57 31 32,41.3968604,2.1704506
Eixample,+34 934 57 30 00,41.3995243,2.1631013
Eixample,+34 934 57 29 75,41.3996361,2.1658954
Eixample,+34 934 57 25 23,41.402201,2.164523
Eixample,+34 934 57 25 07,41.4026365,2.165779
Eixample,+34 934 57 21 31,41.3999733,2.1629052
Eixample,+34 934 57 21 11,41.4011203,2.1648992
Eixample,+34 934 57 19 80,41.4050084,2.1642284
Eixample,+34 934 57 19 26,41.401822,2.1610849
Eixample,+34 934 57 17 17,41.3945898,2.1712433
Eixample,+34 934 57 17 01,41.401637,2.164201
Eixample,+34 934 57 16 92,41.398911,2.1661206
Eixample,+34 934 57 16 37,41.3988006,2.1712542
Eixample,+34 934 57 14 54,41.3996663,2.1701684
Eixample,+34 934 57 13 01,41.3972177,2.164584
Eixample,+34 934 57 12 03,41.4032733,2.1690381
Eixample,+34 934 57 11 18,41.3972595,2.1667857
Eixample,+34 934 57 09 00,41.39816667,2.1710244
Eixample,+34 934 57 06 81,41.4029081,2.167068
Eixample,+34 934 57 06 22,41.4059096,2.1646661
Eixample,+34 934 57 05 20,41.4032296,2.1649741
Eixample,+34 934 57 04 53,41.4039332,2.1724697
Eixample,+34 934 57 03 57,41.3962674,2.1655757
Eixample,+34 934 57 03 02,41.3997753,2.1702662
Eixample,+34 934 54 79 01,41.3919254,2.1575777
Eixample,+34 934 54 71 92,41.388697,2.159241
Eixample,+34 934 54 69 83,41.3893945,2.1591272
Eixample,+34 934 54 61 16,41.390515,2.159025
Eixample,+34 934 54 56 32,41.3910851,2.1564767
Eixample,+34 934 54 45 37,41.398682,2.1611675
Eixample,+34 934 54 37 03,41.3983519,2.1678615
Eixample,+34 934 54 32 42,41.389941,2.159978
Eixample,+34 934 54 15 78,41.3903902,2.1609827
Eixample,+34 934 54 07 12,41.3894808,2.1593217
Eixample,+34 934 53 99 86,41.390213,2.158043
Eixample,+34 934 53 98 79,41.3909413,2.1603144
Eixample,+34 934 53 98 29,41.389669,2.157827
Eixample,+34 934 53 97 00,41.389941,2.159978
Eixample,+34 934 53 92 20,41.3886829,2.1591743
Eixample,+34 934 53 90 58,41.3895349,2.1606342
Eixample,+34 934 53 72 20,41.3925785,2.1581381
Eixample,+34 934 53 71 96,41.3895747,2.1604311
Eixample,+34 934 53 67 88,41.3912349,2.1588696
Eixample,+34 934 53 66 63,41.390985,2.1562294
Eixample,+34 934 53 64 86,41.389481,2.1580751
Eixample,+34 934 53 47 82,41.391293,2.1567565
Eixample,+34 934 53 30 77,41.3895696,2.1606998
Eixample,+34 934 53 22 58,41.3892383,2.1580476
Eixample,+34 934 53 12 04,41.393076,2.1572521
Eixample,+34 934 53 08 09,41.391786,2.157769
Eixample,+34 934 53 00 25,41.392538,2.1566724
Eixample,+34 934 52 83 31,41.3938975,2.1708522
Eixample,+34 934 52 63 63,41.3949047,2.156766
Eixample,+34 934 52 57 90,41.3941204,2.1608617
Eixample,+34 934 52 50 50,41.3961954,2.1718048
Eixample,+34 934 52 45 45,41.3905107,2.1600501
Eixample,+34 934 52 25 68,41.3925872,2.1565866
Eixample,+34 934 52 16 16,41.396192,2.164604
Eixample,+34 934 52 10 56,41.3981966,2.1540097
Eixample,+34 934 52 07 45,41.3928603,2.1577684
Eixample,+34 934 52 05 92,41.39094105,2.1580438
Eixample,+34 934 51 95 81,41.3896376,2.1619014
Eixample,+34 934 51 54 12,41.3894528,2.1588296
Eixample,+34 934 51 36 50,41.3892003,2.1588959
Eixample,+34 934 51 31 54,41.3919843,2.1588455
Eixample,+34 934 51 30 97,41.3986819,2.1646862
Eixample,+34 934 51 16 50,41.3901889,2.1596444
Eixample,+34 934 51 16 42,41.3912538,2.1554429
Eixample,+34 934 51 12 33,41.3895342,2.1607199
Eixample,+34 934 51 10 72,41.3930739,2.1570916
Eixample,+34 934 51 10 24,41.3896382,2.1606889
Eixample,+34 934 51 04 43,41.3900712,2.1601349
Eixample,+34 934 51 03 39,41.3916954,2.1578982
Eixample,+34 934 51 00 64,41.3904253,2.1578097
Eixample,+34 934 50 65 81,41.3924619,2.1685753
Eixample,+34 934 50 34 56,41.4002726,2.1677621
Eixample,+34 934 49 81 27,41.3999815,2.1723299
Eixample,+34 934 48 74 96,41.3973548,2.1636802
Eixample,+34 934 48 62 55,41.3951111,2.1527188
Eixample,+34 934 48 22 37,41.3941615,2.1562301
Eixample,+34 934 46 33 80,41.402327,2.1678357
Eixample,+34 934 46 27 80,41.4014688,2.1710312
Eixample,+34 934 46 20 03,41.4038317,2.1729568
Eixample,+34 934 45 85 00,41.3961479,2.1570242
Eixample,+34 934 45 75 00,41.3983937,2.153592
Eixample,+34 934 45 39 63,41.3971413,2.1730788
Eixample,+34 934 45 32 42,41.3936111,2.1619444
Eixample,+34 934 45 25 85,41.3944848,2.1651078
Eixample,+34 934 45 00 00,41.3934937,2.1623475
Eixample,+34 934 44 93 11,41.4013329,2.1655268
Eixample,+34 934 44 46 42,41.394976,2.164543
Eixample,+34 934 36 99 23,41.4057522,2.1703896
Eixample,+34 934 36 77 34,41.4042245,2.1725972
Eixample,+34 934 36 51 41,41.4055546,2.1709037
Eixample,+34 934 35 60 00,41.4047672,2.1723978
Eixample,+34 934 35 30 07,41.4030865,2.1682307
Eixample,+34 934 34 52 00,41.4032439,2.1635553
Eixample,+34 934 34 21 21,41.393787,2.1660976
Eixample,+34 934 33 43 00,41.4022663,2.1613979
Eixample,+34 934 33 07 66,41.3982734,2.162232
Eixample,+34 934 21 61 55,41.3931166,2.1640659
Eixample,+34 934 20 50 76,41.3981539,2.1754197
Eixample,+34 934 19 75 38,41.396502,2.166824
Eixample,+34 934 19 56 52,41.3989549,2.173408
Eixample,+34 934 18 55 11,41.39033,2.161096
Eixample,+34 934 18 33 81,41.3960032,2.1521079
Eixample,+34 934 17 32 66,41.3976984,2.16187045
Eixample,+34 934 16 78 00,41.3962827,2.1575636
Eixample,+34 934 16 18 95,41.3980212,2.1571998
Eixample,+34 934 16 18 12,41.3964686,2.1581982
Eixample,+34 934 16 17 90,41.3941529,2.1567355
Eixample,+34 934 16 14 18,41.3972221,2.160872
Eixample,+34 934 16 13 99,41.395462,2.156351
Eixample,+34 934 16 13 87,41.3953429,2.1563439
Eixample,+34 934 16 13 62,41.3966328,2.1608778
Eixample,+34 934 16 12 70,41.3958748,2.1559206
Eixample,+34 934 16 12 13,41.3974803,2.1591838
Eixample,+34 934 16 11 11,41.3957976,2.1553677
Eixample,+34 934 16 08 47,41.3941542,2.1536627
Eixample,+34 934 16 08 08,41.3974656,2.162177
Eixample,+34 934 16 08 05,41.3975121,2.1692212
Eixample,+34 934 16 06 65,41.396085,2.156367
Eixample,+34 934 16 06 29,41.3972513,2.1614047
Eixample,+34 934 16 06 20,41.3937893,2.1634336
Eixample,+34 934 16 01 12,41.3959156,2.1580594
Eixample,+34 934 15 99 11,41.3951333,2.1591838
Eixample,+34 934 15 99 09,41.3978672,2.1588061
Eixample,+34 934 15 99 08,41.3923931,2.16547
Eixample,+34 934 15 96 22,41.3981552,2.1571395
Eixample,+34 934 15 95 56,41.3977229,2.1598264
Eixample,+34 934 15 94 74,41.3971299,2.1609157
Eixample,+34 934 15 92 11,41.4003947,2.164649
Eixample,+34 934 15 91 25,41.396243,2.157405
Eixample,+34 934 15 90 90,41.3939329,2.1568421
Eixample,+34 934 15 87 47,41.3985009,2.1522212
Eixample,+34 934 15 85 58,41.3984961,2.1611722
Eixample,+34 934 15 84 08,41.3989998,2.156641
Eixample,+34 934 15 79 69,41.3936771,2.1565166
Eixample,+34 934 15 75 00,41.3956142,2.1585698
Eixample,+34 934 15 74 74,41.3966051,2.1515856
Eixample,+34 934 15 67 65,41.3961292,2.1529862
Eixample,+34 934 15 66 48,41.3948723,2.1595881
Eixample,+34 934 15 65 24,41.3961112,2.1605179
Eixample,+34 934 15 64 83,41.394923,2.157879
Eixample,+34 934 15 64 43,41.3954754,2.1583798
Eixample,+34 934 15 59 98,41.3947498,2.1588754
Eixample,+34 934 15 58 11,41.3937627,2.1555011
Eixample,+34 934 15 55 50,41.3989151,2.1564253
Eixample,+34 934 15 55 04,41.395832,2.1523001
Eixample,+34 934 15 54 52,41.3964602,2.1554381
Eixample,+34 934 15 50 44,41.3954952,2.1597019
Eixample,+34 934 15 46 99,41.400276,2.1583099
Eixample,+34 934 15 44 55,41.3952833,2.1532806
Eixample,+34 934 15 39 49,41.3940686,2.1544868
Eixample,+34 934 15 38 09,41.3972638,2.1615353
Eixample,+34 934 15 37 55,41.3948177,2.1535433
Eixample,+34 934 15 22 31,41.3971104,2.1607444
Eixample,+34 934 15 20 00,41.3972949,2.1569896
Eixample,+34 934 15 17 66,41.393822,2.157841
Eixample,+34 934 15 16 41,41.3991241,2.156171
Eixample,+34 934 15 14 44,41.3938276,2.154608
Eixample,+34 934 15 13 77,41.395872,2.153823
Eixample,+34 934 15 12 12,41.3946004,2.1569559
Eixample,+34 934 15 09 77,41.3942167,2.1566671
Eixample,+34 934 15 08 49,41.3950579,2.1572016
Eixample,+34 934 15 07 78,41.3988388,2.1565432
Eixample,+34 934 15 06 18,41.3976561,2.1543076
Eixample,+34 934 15 06 15,41.3909114,2.1590304
Eixample,+34 934 15 03 84,41.3971916,2.1515083
Eixample,+34 934 15 02 62,41.3985868,2.1553288
Eixample,+34 934 15 02 21,41.3952686,2.1561137
Eixample,+34 934 14 63 62,41.3937332,2.1531979
Eixample,+34 934 14 50 66,41.3957499,2.1646005
Eixample,+34 934 14 46 83,41.3959875,2.1542909
Eixample,+34 934 14 36 00,41.3956811,2.1519118
Eixample,+34 934 14 22 04,41.3953293,2.1526414
Eixample,+34 934 13 27 17,41.3969973,2.16926
Eixample,+34 934 13 26 60,41.3969973,2.16926
Eixample,+34 934 13 23 13,41.4031061,2.1647804
Eixample,+34 934 12 41 00,41.398425,2.1701937
Eixample,+34 934 12 15 00,41.3910625,2.1682161
Eixample,+34 934 10 79 09,41.3914382,2.154672
Eixample,+34 934 10 76 02,41.391877,2.154564
Eixample,+34 934 10 53 48,41.3920431,2.1543649
Eixample,+34 934 10 15 27,41.3925799,2.1535859
Eixample,+34 934 10 11 28,41.3936292,2.1688944
Eixample,+34 934 08 99 26,41.4023275,2.160336
Eixample,+34 934 08 87 87,41.397812,2.157322
Eixample,+34 934 08 84 53,41.3979015,2.159242
Eixample,+34 934 06 47 20,41.3964023,2.153527
Eixample,+34 934 05 84 00,41.391098,2.1600652
Eixample,+34 934 05 78 30,41.401543,2.1662273
Eixample,+34 934 05 73 60,41.39959,2.1698961
Eixample,+34 934 05 72 30,41.38907,2.1600697
Eixample,+34 934 05 71 40,41.3962,2.166831
Eixample,+34 934 05 19 94,41.3930237,2.1530215
Eixample,+34 934 05 12 44,41.3986451,2.1670318
Eixample,+34 934 05 01 36,41.3995279,2.1657581
Eixample,+34 934 04 21 02,41.3970506,2.159513
Eixample,+34 934 03 31 00,41.3950197,2.1555057
Eixample,+34 934 02 25 00,41.395797,2.157782
Eixample,+34 934 02 22 22,41.395588,2.1575982
Eixample,+34 933 96 89 81,41.4030279,2.1691168
Eixample,+34 933 96 73 57,41.3953494,2.1638519
Eixample,+34 933 96 20 00,41.396031,2.156494
Eixample,+34 933 94 45 00,41.3938623,2.1524075
Eixample,+34 933 94 11 00,41.399549,2.168237
Eixample,+34 933 93 91 31,41.3943956,2.1525054
Eixample,+34 933 93 63 40,41.396083,2.156365
Eixample,+34 933 93 24 10,41.3914005,2.164205
Eixample,+34 933 90 14 00,41.3940731,2.1588174
Eixample,+34 933 82 49 75,41.398348,2.1539882
Eixample,+34 933 81 64 67,41.4054152,2.1651671
Eixample,+34 933 80 30 49,41.3974333,2.1540415
Eixample,+34 933 80 08 38,41.3966363,2.1612496
Eixample,+34 933 68 98 47,41.3951179,2.1595368
Eixample,+34 933 68 97 00,41.3963776,2.1657542
Eixample,+34 933 68 96 78,41.3944058,2.158446
Eixample,+34 933 68 91 37,41.3994204,2.1533622
Eixample,+34 933 68 85 62,41.394013,2.162145
Eixample,+34 933 68 85 61,41.3979015,2.159242
Eixample,+34 933 68 78 84,41.394477,2.160796
Eixample,+34 933 68 74 21,41.3937612,2.1543116
Eixample,+34 933 68 72 35,41.3976777,2.1572298
Eixample,+34 933 68 70 64,41.3987455,2.162638
Eixample,+34 933 68 70 00,41.3963386,2.1603008
Eixample,+34 933 68 69 78,41.3984833,2.1601318
Eixample,+34 933 68 44 29,41.3977675,2.1607823
Eixample,+34 933 68 39 98,41.3939658,2.1579878
Eixample,+34 933 68 31 54,41.4009766,2.1581927
Eixample,+34 933 68 30 47,41.3993603,2.1602204
Eixample,+34 933 68 29 62,41.3971451,2.1551824
Eixample,+34 933 68 29 20,41.3967922,2.1615276
Eixample,+34 933 68 20 84,41.3980096,2.1603416
Eixample,+34 933 68 18 92,41.3997444,2.158388
Eixample,+34 933 68 14 55,41.3935217,2.1534544
Eixample,+34 933 67 26 00,41.3944233,2.1555673
Eixample,+34 933 65 79 50,41.3943921,2.1616409
Eixample,+34 933 63 63 26,41.4030228,2.1713116
Eixample,+34 933 63 60 30,41.3990767,2.1686766
Eixample,+34 933 63 44 53,41.3986123,2.162346
Eixample,+34 933 63 44 28,41.3914533,2.1601138
Eixample,+34 933 63 14 18,41.3963476,2.1611692
Eixample,+34 933 63 02 15,41.3964218,2.1603543
Eixample,+34 933 62 46 70,41.3950865,2.1585506
Eixample,+34 933 62 34 49,41.3919641,2.1589351
Eixample,+34 933 60 75 24,41.3894647,2.1615803
Eixample,+34 933 59 71 62,41.4028934,2.1635783
Eixample,+34 933 57 00 37,41.4009551,2.1581681
Eixample,+34 933 49 41 80,41.3947222,2.1647222
Eixample,+34 933 48 47 70,41.4020416,2.1636595
Eixample,+34 933 47 81 10,41.4041904,2.1703291
Eixample,+34 933 47 07 55,41.393006,2.1631177
Eixample,+34 933 43 75 03,41.394741,2.163406
Eixample,+34 933 43 72 47,41.3922779,2.1691812
Eixample,+34 933 42 64 72,41.3947607,2.1581114
Eixample,+34 933 42 50 88,41.3920533,2.1657372
Eixample,+34 933 42 49 43,41.3956026,2.1612202
Eixample,+34 933 42 45 34,41.399612,2.155637
Eixample,+34 933 31 92 94,41.395119,2.1646
Eixample,+34 933 28 54 26,41.3937036,2.1648759
Eixample,+34 933 27 11 30,41.3905146,2.1600181
Eixample,+34 933 23 95 51,41.3957248,2.1581007
Eixample,+34 933 23 88 31,41.3921194,2.1695353
Eixample,+34 933 23 83 08,41.3911538,2.1576739
Eixample,+34 933 23 54 44,41.3903525,2.1565959
Eixample,+34 933 23 41 08,41.3885085,2.1593729
Eixample,+34 933 23 34 22,41.3945356,2.1660941
Eixample,+34 933 23 31 00,41.3934544,2.1605248
Eixample,+34 933 23 30 28,41.3943906,2.1539478
Eixample,+34 933 21 83 77,41.4002984,2.1640301
Eixample,+34 933 19 80 22,41.4006214,2.160286
Eixample,+34 933 19 76 28,41.3954949,2.1613814
Eixample,+34 933 19 15 17,41.3972892,2.15266
Eixample,+34 933 18 85 86,41.3920303,2.1667464
Eixample,+34 933 18 81 85,41.3917631,2.1690382
Eixample,+34 933 18 79 09,41.3922376,2.1693008
Eixample,+34 933 18 75 33,41.3915613,2.1689674
Eixample,+34 933 17 74 91,41.3932352,2.171222
Eixample,+34 933 17 64 54,41.4035687,2.1726288
Eixample,+34 933 17 51 15,41.4017231,2.1587137
Eixample,+34 933 17 25 27,41.393997,2.165864
Eixample,+34 933 17 21 62,41.3958188,2.1542787
Eixample,+34 933 17 11 07,41.3937931,2.1661472
Eixample,+34 933 15 84 02,41.3939799,2.1602907
Eixample,+34 933 15 46 95,41.4003562,2.1584546
Eixample,+34 933 15 45 55,41.3991,2.156209
Eixample,+34 933 15 38 29,41.4030155,2.1617591
Eixample,+34 933 14 25 89,41.3970447,2.1624826
Eixample,+34 933 13 42 25,41.396248,2.1712819
Eixample,+34 933 11 39 99,41.39557893,2.158496033
Eixample,+34 933 10 63 90,41.3992355,2.1688369
Eixample,+34 933 05 61 53,41.3959318,2.1552481
Eixample,+34 933 03 32 13,41.4040855,2.1681286
Eixample,+34 933 02 78 15,41.3932426,2.1668116
Eixample,+34 933 02 76 19,41.3914626,2.1635917
Eixample,+34 933 02 71 07,41.3925576,2.156766
Eixample,+34 933 02 55 07,41.3925975,2.1694129
Eixample,+34 933 02 41 48,41.391225,2.163705
Eixample,+34 933 02 32 90,41.3934627,2.1713168
Eixample,+34 933 02 22 99,41.3915613,2.1689674
Eixample,+34 933 02 04 78,41.3937013,2.1660328
Eixample,+34 933 01 75 48,41.3969115,2.1659143
Eixample,+34 933 01 68 66,41.3921022,2.1700093
Eixample,+34 933 01 60 55,41.3934627,2.1713168
Eixample,+34 933 01 58 07,41.3969655,2.1635418
Eixample,+34 933 01 30 03,41.3914656,2.1680514
Eixample,+34 933 01 24 92,41.3962705,2.1656107
Eixample,+34 933 01 16 86,41.393842,2.1665739
Eixample,+34 933 01 11 00,41.3953678,2.1700993
Eixample,+34 932 98 70 00,41.392751,2.166989
Eixample,+34 932 95 46 65,41.3922399,2.1702192
Eixample,+34 932 92 60 06,41.4008527,2.1702077
Eixample,+34 932 92 28 16,41.394347,2.156639
Eixample,+34 932 92 28 10,41.3986261,2.156783
Eixample,+34 932 92 21 25,41.3953429,2.1563439
Eixample,+34 932 92 12 60,41.3960386,2.1594723
Eixample,+34 932 92 02 80,41.3991085,2.1558968
Eixample,+34 932 91 88 01,41.3970366,2.1692544
Eixample,+34 932 91 11 00,41.3890772,2.1600735
Eixample,+34 932 90 32 10,41.397291,2.1539198
Eixample,+34 932 90 30 00,41.3969101,2.1530629
Eixample,+34 932 85 47 87,41.4002899,2.1596059
Eixample,+34 932 85 15 68,41.4021707,2.1614658
Eixample,+34 932 85 03 66,41.4027092,2.1607285
Eixample,+34 932 84 83 03,41.3963664,2.1555405
Eixample,+34 932 84 77 90,41.4014911,2.158216
Eixample,+34 932 84 70 47,41.400892,2.158952
Eixample,+34 932 84 53 24,41.4008718,2.1612325
Eixample,+34 932 82 84 19,41.3947934,2.155239
Eixample,+34 932 81 00 00,41.3929677,2.1536577
Eixample,+34 932 78 83 34,41.4048239,2.1636799
Eixample,+34 932 77 95 10,41.3954828,2.1563666
Eixample,+34 932 77 92 45,41.403067,2.1616969
Eixample,+34 932 77 69 16,41.4001339,2.1580987
Eixample,+34 932 77 60 01,41.3919477,2.1626771
Eixample,+34 932 77 25 30,41.39917677,2.152187667
