Area,category,business_status,formatted_phone_number,international_phone_number,name,opening_hours,place_id,rating,types,url,user_ratings_total,website,permanently_closed,price_level,latitude,longitude
Eixample,beauty_salon,OPERATIONAL,934 88 32 81,+34 934 88 32 81,OROGOLD - Bulevard Rosa,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']}",ChIJ_yYzxJKipBIR-7qOpykjyog,3.8,"['beauty_salon', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=9856729396265532155,204.0,https://www.orogoldcosmetics.es/,,,41.392516,2.1638473
Eixample,clothing_store,OPERATIONAL,934 88 29 23,+34 934 88 29 23,CHANEL Barcelona Store,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}",ChIJlzQE2ZKipBIREi6SAJQZbVU,4.1,"['clothing_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6155604389140770322,401.0,https://services.chanel.com/es_ES/storelocator/store/chanel+barcelona-138.html?y_source=1_MTQ5MzA1NzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,41.3935729,2.1638406
Eixample,clothing_store,OPERATIONAL,934 88 25 09,+34 934 88 25 09,Punt Roma,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']}",ChIJ6fSHfZGipBIR4YOhoalmWnw,4.1,"['clothing_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8960587287354246113,258.0,https://www.puntroma.com/ES/es/?utm_source=googlemybusiness&utm_medium=maps&utm_campaign=210324_gmb_es_107_bcn_rambla,,,41.39405329999999,2.1598979
Eixample,clothing_store,OPERATIONAL,934 88 19 72,+34 934 88 19 72,Natura,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1030'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1600'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20093:00\u202fPM, 4:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJXwhTr_KipBIRGCZ6Y3s_txI,4.2,"['clothing_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=1348616412603229720,252.0,http://www.naturaselection.com/,,,41.3906313,2.1652782
Eixample,store,OPERATIONAL,934 88 19 72,+34 934 88 19 72,Natura,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1030'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1600'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20093:00\u202fPM, 4:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJXwhTr_KipBIRGCZ6Y3s_txI,4.2,"['clothing_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=1348616412603229720,252.0,http://www.naturaselection.com/,,,41.3906313,2.1652782
Eixample,shoe_store,OPERATIONAL,934 88 17 29,+34 934 88 17 29,Geox,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJo2ksyZKipBIRKx5NBZgKVIo,4.3,"['shoe_store', 'clothing_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=9967603523317997099,269.0,https://www.geox.com/es-ES/?utm_source=Barcelona&utm_medium=store&utm_campaign=GeoxBarcelonaPaseodeGracia_856,,,41.3921468,2.1656368
Eixample,local_government_office,OPERATIONAL,934 88 16 42,+34 934 88 16 42,Fincas Marpa S. C. P.,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1600'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJ9cw2pvKipBIRxTeCctJdgOQ,3.4,"['real_estate_agency', 'local_government_office', 'accounting', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16465263396112185285,17.0,http://fincasmarpa.com/,,,41.3906548,2.1654207
Eixample,lawyer,OPERATIONAL,934 88 15 93,+34 934 88 15 93,"BIERENS ABOGADOS - Gestión de impagados, SL","{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1730'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJI9ByMuyipBIR4rcG5P3W47M,3.2,"['lawyer', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=12962440538443134946,5.0,https://www.bierensgroup.com/es/,,,41.3936292,2.1688944
Eixample,beauty_salon,OPERATIONAL,934 88 14 60,+34 934 88 14 60,Benestar Balmes,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']}",ChIJaRo2OmeYpBIRBWFidOBs3Ys,4.4,"['beauty_salon', 'spa', 'hair_care', 'health', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10078331252406116613,146.0,https://www.benestar.es/,,,41.390358,2.160488
Eixample,hair_care,OPERATIONAL,934 88 14 60,+34 934 88 14 60,Benestar Balmes,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']}",ChIJaRo2OmeYpBIRBWFidOBs3Ys,4.4,"['beauty_salon', 'spa', 'hair_care', 'health', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10078331252406116613,146.0,https://www.benestar.es/,,,41.390358,2.160488
Eixample,spa,OPERATIONAL,934 88 14 60,+34 934 88 14 60,Benestar Balmes,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']}",ChIJaRo2OmeYpBIRBWFidOBs3Ys,4.4,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10078331252406116613,146.0,https://www.benestar.es/,,,41.390358,2.160488
Eixample,insurance_agency,OPERATIONAL,934 88 14 44,+34 934 88 14 44,GVC GAESCO CORREDURÍA DE SEGUROS,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJzcH17ZOipBIRkPT8gDGvAxQ,4.7,"['insurance_agency', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=1442188932841010320,3.0,http://csypsa.com/,,,41.3951729,2.1604622
Eixample,art_gallery,OPERATIONAL,934 88 13 60,+34 934 88 13 60,Galeria d'Art Projecte Sd,"{'open_now': True, 'periods': [{'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']}",ChIJracviZGipBIR0LhnrB2fa5k,4.0,"['art_gallery', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11055104660106361040,23.0,http://projectesd.com/,,,41.3926713,2.1594172
Eixample,book_store,OPERATIONAL,934 88 13 09,+34 934 88 13 09,Espasa Calpe S.A.,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1630'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1630'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1630'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1630'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']}",ChIJyXGUKO2ipBIRyyVXUyWLqkg,3.0,"['book_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5236150509199893963,2.0,,,,41.3929971,2.1646338
Eixample,secondary_school,OPERATIONAL,934 88 11 66,+34 934 88 11 66,Escola Pia Nostra Senyora,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJK71cwfKipBIROdKAVErlNNE,4.2,"['secondary_school', 'school', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=15074925960123961913,45.0,https://nostrasenyora.escolapia.cat/,,,41.3913269,2.1680283
Eixample,lawyer,OPERATIONAL,934 88 11 25,+34 934 88 11 25,Onandia Abogados,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJH0xdQZKipBIROD2GeBU1TPA,4.8,"['lawyer', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=17315273033665363256,96.0,https://www.onandia-abogados.com/,,,41.3924691,2.1610765
Eixample,beauty_salon,OPERATIONAL,934 88 11 00,+34 934 88 11 00,Clínica Rinos,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJTbYZZ5KipBIRb8I5t67ofkQ,4.6,"['beauty_salon', 'spa', 'point_of_interest', 'doctor', 'health', 'establishment']",https://maps.google.com/?cid=4935638078740611695,122.0,http://www.clinicarinos.com/,,,41.392011,2.161808
Eixample,doctor,OPERATIONAL,934 88 11 00,+34 934 88 11 00,Clínica Rinos,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJTbYZZ5KipBIRb8I5t67ofkQ,4.6,"['beauty_salon', 'doctor', 'spa', 'health', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4935638078740611695,122.0,http://www.clinicarinos.com/,,,41.392011,2.161808
Eixample,spa,OPERATIONAL,934 88 11 00,+34 934 88 11 00,Clínica Rinos,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJTbYZZ5KipBIRb8I5t67ofkQ,4.6,"['beauty_salon', 'spa', 'doctor', 'health', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4935638078740611695,122.0,http://www.clinicarinos.com/,,,41.392011,2.161808
